YEAR,BRAND,MAKE,TRIM,PRICE,MILES,SHIP,PAGE,ENTRY
2019,KIA,SOUL,+,"17,200","11,133 miles",Free Shipping,94,2
2016,CHEVROLET,TRAX,LT,"14,900","16,096 miles",Free Shipping,94,3
2016,JEEP,PATRIOT,Latitude,"15,200","54,647 miles",Free Shipping,94,4
2017,CHEVROLET,EQUINOX,LS,"16,400","28,967 miles",Free Shipping,94,5
2019,KIA,OPTIMA,S,"17,600","14,877 miles",Free Shipping,94,6
2017,CHEVROLET,EQUINOX,LS,"16,400","38,905 miles",Free Shipping,94,7
2019,CHEVROLET,EQUINOX,Premier,"24,000","14,469 miles",Free Shipping,94,8
2017,RAM,1500 CREW CAB,Express 5 1/2 Ft,"23,300","20,721 miles",Free Shipping,94,9
2017,CHEVROLET,TRAVERSE,LT,"21,300","29,088 miles",Free Shipping,94,10
2017,NISSAN,ROGUE,SV,"17,700","39,559 miles",Shipping: $200,94,11
2017,HYUNDAI,SANTA FE SPORT,Santa Fe Sport,"17,900","30,422 miles",Free Shipping,94,12
2017,SUBARU,OUTBACK,2.5i Premium,"18,200","77,296 miles",Free Shipping,94,13
2017,BMW,3 SERIES,340i Gran Turismo XDrive,"28,200","41,551 miles",Free Shipping,94,14
2018,GMC,TERRAIN,SLE,"19,200","20,027 miles",Free Shipping,94,15
2017,FORD,ESCAPE,SE,"15,300","39,934 miles",Free Shipping,94,16
2015,HONDA,ACCORD,EX-L,"17,500","49,793 miles",Shipping: $300,94,17
2018,CHEVROLET,EQUINOX,LT,"18,100","24,025 miles",Free Shipping,94,18
2016,LINCOLN,MKZ,Hybrid,"19,700","45,461 miles",Free Shipping,94,19
2017,BUICK,ENCORE,Preferred,"16,100","19,133 miles",Free Shipping,94,20
2017,LEXUS,NX,200t,"25,200","36,128 miles",Shipping: $300,95,1
2014,LEXUS,CT,CT 200h,"18,800","30,000 miles",Shipping: $300,95,2
2015,FORD,ESCAPE,Titanium,"16,500","61,847 miles",Free Shipping,95,3
2017,BUICK,ENCORE,Preferred II,"17,800","18,965 miles",Free Shipping,95,4
2017,VOLKSWAGEN,TIGUAN,2.0T Wolfsburg Edition 4M...,"18,400","28,481 miles",Free Shipping,95,5
2017,VOLKSWAGEN,TIGUAN,2.0T Wolfsburg Edition 4M...,"18,100","33,540 miles",Free Shipping,95,6
2015,LEXUS,RX,RX 350,"26,300","24,919 miles",Free Shipping,95,7
2017,BUICK,ENCORE,Preferred,"15,900","23,241 miles",Free Shipping,95,8
2014,VOLKSWAGEN,JETTA SPORTWAGEN,2.0L TDI Sport,"15,000","31,884 miles",Free Shipping,95,9
2017,JEEP,PATRIOT,High Altitude Edition,"17,000","29,092 miles",Free Shipping,95,10
2017,BUICK,ENCORE,Preferred,"16,600","14,664 miles",Shipping: $300,95,11
2018,NISSAN,SENTRA,S,"12,700","39,366 miles",Free Shipping,95,12
2017,CHEVROLET,EQUINOX,LS,"15,600","47,462 miles",Shipping: $200,95,13
2019,KIA,OPTIMA,LX,"18,100","13,675 miles",Free Shipping,95,14
2017,FORD,ESCAPE,SE,"16,900","9,825 miles",Free Shipping,95,15
2015,NISSAN,XTERRA,S,"17,900","75,957 miles",Free Shipping,95,16
2019,KIA,RIO,S,"14,500","7,854 miles",Free Shipping,95,17
2019,CHRYSLER,PACIFICA,Limited,"33,200","18,430 miles",Free Shipping,95,18
2017,CHEVROLET,MALIBU,LT,"16,300","26,413 miles",Free Shipping,95,19
2012,JEEP,WRANGLER,Unlimited Sport,"21,700","85,759 miles",Free Shipping,95,20
2019,KIA,RIO,S,"13,500","22,525 miles",Free Shipping,96,1
2017,FORD,ESCAPE,SE,"15,900","13,711 miles",Free Shipping,96,2
2014,TOYOTA,CAMRY,LE,"15,700","38,597 miles",Free Shipping,96,3
2011,TOYOTA,AVALON,Limited,"17,400","27,822 miles",Free Shipping,96,4
2017,CHEVROLET,TRAVERSE,LT,"21,100","28,217 miles",Free Shipping,96,5
2016,NISSAN,ROGUE,S,"14,300","85,456 miles",Shipping: $200,96,6
2017,VOLKSWAGEN,TIGUAN,2.0T S,"14,900","28,926 miles",Shipping: $200,96,7
2015,CHEVROLET,EQUINOX,LT,"14,900","31,872 miles",Free Shipping,96,8
2018,FORD,ESCAPE,SE,"19,800","8,795 miles",Free Shipping,96,9
2017,KIA,SPORTAGE,LX,"17,600","14,304 miles",Free Shipping,96,10
2017,FORD,ESCAPE,SE,"16,900","16,629 miles",Free Shipping,96,11
2018,NISSAN,SENTRA,SV,"12,800","43,161 miles",Shipping: $300,96,12
2017,JEEP,CHEROKEE,Latitude,"18,600","39,068 miles",Free Shipping,96,13
2017,JEEP,PATRIOT,High Altitude Edition,"16,200","29,379 miles",Free Shipping,96,14
2017,VOLKSWAGEN,TIGUAN LIMITED,2.0T,"16,800","7,579 miles",Free Shipping,96,15
2018,NISSAN,SENTRA,S,"12,800","39,588 miles",Shipping: $200,96,16
2018,NISSAN,SENTRA,S,"13,000","41,062 miles",Free Shipping,96,17
2018,NISSAN,SENTRA,S,"12,900","41,011 miles",Shipping: $200,96,18
2019,NISSAN,ROGUE,SV,"22,500","14,239 miles",Shipping: $300,96,19
2015,BUICK,ENCORE,Premium,"14,500","72,195 miles",Free Shipping,96,20
2018,CHEVROLET,CRUZE,LT,"15,300","27,730 miles",Shipping: $300,97,1
2016,HYUNDAI,ELANTRA,Value Edition,"12,900","52,624 miles",Free Shipping,97,2
2014,CHEVROLET,SILVERADO 1500 DO...,LT 6 1/2 Ft,"27,100","16,253 miles",Free Shipping,97,3
2013,HYUNDAI,SANTA FE SPORT,Santa Fe Sport,"14,100","71,797 miles",Free Shipping,97,4
2017,KIA,SPORTAGE,LX,"17,000","28,680 miles",Shipping: $200,97,5
2018,FORD,FOCUS,SE,"13,700","24,352 miles",Shipping: $300,97,6
2016,GMC,TERRAIN,SLT,"20,900","22,266 miles",Free Shipping,97,7
2018,JEEP,COMPASS,Limited,"21,100","16,310 miles",Free Shipping,97,8
2017,FORD,ESCAPE,Titanium,"19,000","35,420 miles",Free Shipping,97,9
2017,KIA,SOUL,Soul,"13,500","29,398 miles",Free Shipping,97,10
2018,JEEP,GRAND CHEROKEE,Laredo,"28,600","12,821 miles",Shipping: $300,97,11
2016,JEEP,WRANGLER,Sport,"26,100","4,293 miles",Shipping: $300,97,12
2015,FORD,ESCAPE,SE,"15,300","43,350 miles",Free Shipping,97,13
2015,TOYOTA,CAMRY,SE,"15,700","49,609 miles",Shipping: $300,97,14
2013,VOLKSWAGEN,JETTA,2.0L TDI,"12,000","68,315 miles",Free Shipping,97,15
2017,FORD,ESCAPE,SE,"14,900","36,061 miles",Free Shipping,97,16
2017,CHEVROLET,EQUINOX,LT,"16,900","30,590 miles",Free Shipping,97,17
2017,CHEVROLET,TRAX,LT,"16,400","20,427 miles",Free Shipping,97,18
2017,CHEVROLET,EQUINOX,Premier,"20,400","34,597 miles",Free Shipping,97,19
2017,CHEVROLET,TRAVERSE,LT,"19,900","33,686 miles",Free Shipping,97,20
2017,CHEVROLET,TRAVERSE,LT,"20,700","34,213 miles",Free Shipping,98,1
2017,CADILLAC,XT5,Luxury,"25,500","32,542 miles",Shipping: $300,98,2
2017,CHEVROLET,EQUINOX,Premier,"19,000","38,106 miles",Free Shipping,98,3
2017,CHEVROLET,EQUINOX,LT,"18,900","16,575 miles",Shipping: $300,98,4
2017,CHEVROLET,TRAX,LT,"14,900","22,696 miles",Shipping: $300,98,5
2017,GMC,ACADIA,SLE-2,"21,600","33,329 miles",Free Shipping,98,6
2017,FORD,ESCAPE,SE,"15,900","29,001 miles",Free Shipping,98,7
2017,FORD,EDGE,SEL,"23,100","19,649 miles",Free Shipping,98,8
2017,BUICK,ENCLAVE,Leather,"24,900","30,161 miles",Free Shipping,98,9
2012,CADILLAC,CTS,CTS,"15,500","49,225 miles",Shipping: $300,98,10
2018,JEEP,CHEROKEE,Overland,"27,000","12,773 miles",Free Shipping,98,11
2017,FORD,FUSION,SE,"14,700","40,635 miles",Free Shipping,98,12
2017,FORD,ESCAPE,SE,"16,000","30,204 miles",Free Shipping,98,13
2017,TOYOTA,RAV4,XLE,"19,500","34,578 miles",Free Shipping,98,14
2017,TOYOTA,RAV4,XLE,"19,900","29,669 miles",Free Shipping,98,15
2017,JEEP,WRANGLER UNLIMITE...,Sport,"29,800","16,935 miles",Free Shipping,98,16
2017,JEEP,WRANGLER UNLIMITE...,Rubicon,"32,700","38,293 miles",Free Shipping,98,17
2019,CHEVROLET,EQUINOX,LT,"19,900","24,315 miles",Shipping: $200,98,18
2017,FORD,ESCAPE,Titanium,"17,000","49,239 miles",Free Shipping,98,19
2015,FORD,ESCAPE,SE,"15,900","29,832 miles",Free Shipping,98,20
2017,BMW,4 SERIES,440i XDrive Gran,"28,900","51,508 miles",Free Shipping,99,1
2017,LEXUS,NX,200t,"25,800","26,509 miles",Shipping: $200,99,2
2017,VOLKSWAGEN,TIGUAN,2.0T S 4Motion,"16,500","30,209 miles",Free Shipping,99,3
2017,CHEVROLET,TRAVERSE,LT,"22,000","19,862 miles",Free Shipping,99,4
2016,BUICK,REGAL,Regal,"16,400","13,996 miles",Free Shipping,99,5
2017,CHEVROLET,EQUINOX,LS,"16,900","26,336 miles",Free Shipping,99,6
2017,CHEVROLET,MALIBU,LT,"16,200","29,792 miles",Free Shipping,99,7
2016,CHEVROLET,EQUINOX,LT,"14,900","36,246 miles",Free Shipping,99,8
2017,GMC,YUKON,SLE,"35,900","30,145 miles",Shipping: $300,99,9
2017,FORD,ESCAPE,Titanium,"20,700","13,330 miles",Free Shipping,99,10
2017,GMC,TERRAIN,SLE-1,"16,100","38,035 miles",Shipping: $200,99,11
2015,JEEP,WRANGLER,Sport,"24,000","16,623 miles",Shipping: $200,99,12
2017,TOYOTA,4RUNNER,SR5,"30,900","33,063 miles",Shipping: $200,99,13
2017,BMW,X3,XDrive35i,"26,400","54,126 miles",Shipping: $400,99,14
2016,LINCOLN,MKZ,MKZ,"18,500","22,475 miles",Shipping: $200,99,15
2017,FORD,ESCAPE,Titanium,"17,500","41,093 miles",Free Shipping,99,16
2017,FORD,ESCAPE,SE,"16,900","18,278 miles",Free Shipping,99,17
2017,CADILLAC,XT5,Luxury,"24,900","42,785 miles",Free Shipping,99,18
2017,JEEP,GRAND CHEROKEE,Laredo E,"22,900","30,129 miles",Free Shipping,99,19
2019,HYUNDAI,ELANTRA,SEL,"15,300","22,990 miles",Shipping: $300,99,20
2017,CHEVROLET,EQUINOX,LT,"16,800","21,965 miles",Free Shipping,100,1
2015,JEEP,GRAND CHEROKEE,Summit,"24,900","53,580 miles",Free Shipping,100,2
2017,HYUNDAI,TUCSON,SE,"15,800","23,954 miles",Shipping: $200,100,3
2016,TOYOTA,CAMRY,SE,"16,900","25,053 miles",Shipping: $300,100,4
2018,CHEVROLET,EQUINOX,LT,"16,900","35,147 miles",Free Shipping,100,5
2019,CHEVROLET,EQUINOX,LT,"20,500","17,356 miles",Free Shipping,100,6
2016,VOLKSWAGEN,JETTA,1.8T SEL,"16,100","22,582 miles",Shipping: $200,100,7
2017,FORD,ESCAPE,SE,"16,100","27,178 miles",Shipping: $200,100,8
2017,NISSAN,VERSA NOTE,SV,"11,600","51,460 miles",Free Shipping,100,9
2017,FORD,ESCAPE,SE,"15,900","23,552 miles",Free Shipping,100,10
2019,KIA,RIO,LX,"15,000","13,863 miles",Free Shipping,100,11
2015,NISSAN,PATHFINDER,SV,"15,500","73,042 miles",Free Shipping,100,12
2014,BUICK,ENCLAVE,Premium,"19,800","51,185 miles",Free Shipping,100,13
2017,FORD,ESCAPE,SE,"16,900","27,010 miles",Free Shipping,100,14
2017,CHEVROLET,CRUZE,LT,"15,000","16,550 miles",Free Shipping,100,15
2017,BUICK,ENCLAVE,Convenience,"19,900","34,873 miles",Free Shipping,100,16
2017,KIA,SPORTAGE,LX,"17,000","27,141 miles",Shipping: $200,100,17
2019,JEEP,COMPASS,Trailhawk,"22,500","26,703 miles",Free Shipping,100,18
2017,CADILLAC,XT5,XT5,"23,400","28,168 miles",Shipping: $200,100,19
2018,NISSAN,SENTRA,S,"12,700","42,041 miles",Free Shipping,100,20
2019,NISSAN,ROGUE,SV,"22,000","25,856 miles",Free Shipping,101,1
2018,CADILLAC,ESCALADE,Platinum,"51,800","70,284 miles",Free Shipping,101,2
2016,VOLKSWAGEN,GOLF GTI,SE Hatchback,"19,400","40,218 miles",Free Shipping,101,3
2018,CHEVROLET,EQUINOX,LS,"17,700","16,136 miles",Free Shipping,101,4
2017,FORD,ESCAPE,SE,"16,200","26,090 miles",Free Shipping,101,5
2017,FORD,ESCAPE,SE,"16,900","38,436 miles",Shipping: $300,101,6
2017,HYUNDAI,TUCSON,SE,"15,900","29,425 miles",Shipping: $200,101,7
2017,CHEVROLET,CRUZE,LT,"13,600","45,046 miles",Free Shipping,101,8
2017,GMC,ACADIA,SLE-2,"22,500","36,682 miles",Free Shipping,101,9
2017,LEXUS,CT,CT 200h,"21,700","32,099 miles",Shipping: $300,101,10
2017,CHEVROLET,TRAVERSE,LT,"19,900","43,474 miles",Free Shipping,101,11
2017,CHEVROLET,TRAVERSE,LT,"19,400","41,282 miles",Free Shipping,101,12
2019,NISSAN,ROGUE,SV,"19,900","24,102 miles",Free Shipping,101,13
2016,ACURA,RDX,RDX,"21,700","60,252 miles",Free Shipping,101,14
2015,CADILLAC,SRX,Premium Collection,"22,600","59,382 miles",Free Shipping,101,15
2017,HYUNDAI,ELANTRA,SE Value Edition,"14,700","25,335 miles",Shipping: $200,101,16
2017,HYUNDAI,TUCSON,SE,"16,800","21,169 miles",Shipping: $200,101,17
2019,CHEVROLET,EQUINOX,LT,"20,600","12,768 miles",Free Shipping,101,18
2017,CHEVROLET,TRAVERSE,LT,"21,000","24,092 miles",Free Shipping,101,19
2017,BUICK,ENCORE,Preferred,"15,800","22,277 miles",Shipping: $200,101,20
2017,CHEVROLET,EQUINOX,LT,"16,700","34,973 miles",Free Shipping,102,1
2012,TOYOTA,COROLLA,S,"14,500","21,809 miles",Shipping: $200,102,2
2018,CHEVROLET,SILVERADO 1500 DO...,LT 6 1/2 Ft,"28,500","20,054 miles",Free Shipping,102,3
2018,MERCEDES-BEN...,MERCEDES-AMG C-CL...,C 63 AMG,"63,900","11,352 miles",Free Shipping,102,4
2017,INFINITI,QX70,3.7,"28,900","30,357 miles",Free Shipping,102,5
2018,CHEVROLET,EQUINOX,LS,"17,900","17,700 miles",Free Shipping,102,6
2016,BUICK,ENCORE,Encore,"15,500","15,328 miles",Shipping: $300,102,7
2018,CHEVROLET,EQUINOX,LT,"17,900","20,852 miles",Free Shipping,102,8
2016,LINCOLN,MKC,Select,"20,000","40,375 miles",Free Shipping,102,9
2018,CHEVROLET,EQUINOX,LS,"16,800","26,468 miles",Free Shipping,102,10
2018,CHEVROLET,EQUINOX,LT,"18,700","16,776 miles",Free Shipping,102,11
2015,LAND,RANGE ROVER SPORT,HSE,"39,100","26,629 miles",Free Shipping,102,12
2017,LINCOLN,MKZ,Reserve,"21,700","35,229 miles",Shipping: $200,102,13
2017,GMC,ACADIA,SLE-2,"22,200","22,693 miles",Shipping: $200,102,14
2016,LEXUS,NX,200t F SPORT,"24,900","26,672 miles",Free Shipping,102,15
2019,NISSAN,ROGUE,SV,"18,900","19,429 miles",Free Shipping,102,16
2017,JAGUAR,XE,XE 35t R-Sport,"31,400","10,970 miles",Free Shipping,102,17
2017,CHEVROLET,EQUINOX,LT,"18,000","15,500 miles",Free Shipping,102,18
2019,CHEVROLET,EQUINOX,LT,"19,900","17,462 miles",Free Shipping,102,19
2017,GMC,TERRAIN,Denali,"23,400","33,283 miles",Free Shipping,102,20
2017,CADILLAC,XT5,Luxury,"26,000","38,489 miles",Free Shipping,103,1
2017,CADILLAC,XT5,Luxury,"30,700","12,359 miles",Free Shipping,103,2
2018,JEEP,GRAND CHEROKEE,Limited,"27,500","37,685 miles",Shipping: $200,103,3
2017,FORD,EDGE,SEL,"20,900","40,204 miles",Shipping: $300,103,4
2017,FORD,FUSION,SE,"15,200","31,736 miles",Free Shipping,103,5
2018,CHEVROLET,EQUINOX,LT,"18,400","14,703 miles",Free Shipping,103,6
2019,FORD,FUSION,S,"15,500","36,912 miles",Free Shipping,103,7
2017,LINCOLN,MKZ,Reserve,"22,000","38,831 miles",Free Shipping,103,8
2017,HYUNDAI,TUCSON,SE,"16,500","20,897 miles",Shipping: $300,103,9
2012,BUICK,LACROSSE,Premium I,"12,600","91,091 miles",Free Shipping,103,10
2018,CHEVROLET,EQUINOX,LT,"16,900","42,519 miles",Free Shipping,103,11
2015,NISSAN,LEAF,SV,"12,900","38,150 miles",Free Shipping,103,12
2012,HONDA,CIVIC,LX,"14,100","28,144 miles",Shipping: $200,103,13
2017,FORD,EXPLORER,XLT,"19,600","91,434 miles",Free Shipping,103,14
2017,CADILLAC,XT5,Luxury,"26,700","32,472 miles",Free Shipping,103,15
2019,KIA,SORENTO,LX,"21,900","23,112 miles",Shipping: $300,103,16
2017,NISSAN,ROGUE,SV,"17,800","39,165 miles",Shipping: $200,103,17
2013,BUICK,ENCORE,Convenience,"14,800","57,333 miles",Free Shipping,103,18
2018,PORSCHE,MACAN,Macan,"44,700","5,946 miles",Free Shipping,103,19
2017,GMC,TERRAIN,SLE-2,"18,400","21,764 miles",Free Shipping,103,20
2017,NISSAN,ROGUE,SV,"17,700","40,997 miles",Free Shipping,104,1
2018,CHEVROLET,CRUZE,LT,"14,800","25,480 miles",Free Shipping,104,2
2016,CHEVROLET,TRAVERSE,LS,"17,900","44,277 miles",Shipping: $200,104,3
2015,KIA,SOUL,Soul,"12,900","17,578 miles",Shipping: $200,104,4
2017,FORD,ESCAPE,SE,"15,200","42,364 miles",Free Shipping,104,5
2013,HONDA,ACCORD,EX-L,"15,300","81,372 miles",Shipping: $200,104,6
2018,FORD,ESCAPE,SE,"19,700","7,317 miles",Free Shipping,104,7
2018,DODGE,JOURNEY,GT,"21,600","18,156 miles",Free Shipping,104,8
2014,CHEVROLET,SILVERADO 1500 CR...,LT 5 3/4 Ft,"26,800","53,138 miles",Shipping: $300,104,9
2018,FORD,FIESTA,SE,"12,900","16,280 miles",Shipping: $300,104,10
2016,TOYOTA,CAMRY,SE,"16,000","43,966 miles",Shipping: $300,104,11
2018,NISSAN,MURANO,SV,"19,700","43,323 miles",Free Shipping,104,12
2017,CADILLAC,XT5,XT5,"22,900","38,094 miles",Free Shipping,104,13
2019,KIA,FORTE,LXS,"16,400","7,252 miles",Free Shipping,104,14
2017,ACURA,RDX,RDX,"26,000","24,895 miles",Shipping: $200,104,15
2013,CHEVROLET,EQUINOX,LT,"14,200","65,991 miles",Free Shipping,104,16
2017,CHEVROLET,CRUZE,LT,"14,600","27,826 miles",Free Shipping,104,17
2017,HYUNDAI,SONATA,Sonata,"14,300","45,459 miles",Free Shipping,104,18
2018,BUICK,ENCORE,Preferred II,"18,000","28,110 miles",Free Shipping,104,19
2017,DODGE,JOURNEY,GT,"19,500","26,163 miles",Free Shipping,104,20
2017,JEEP,COMPASS,Latitude,"14,400","71,346 miles",Free Shipping,105,1
2017,GMC,TERRAIN,Denali,"23,200","25,021 miles",Free Shipping,105,2
2017,CADILLAC,XT5,Luxury,"24,900","36,176 miles",Free Shipping,105,3
2017,CHEVROLET,TRAVERSE,LT,"21,400","36,156 miles",Free Shipping,105,4
2017,GMC,ACADIA LIMITED,Acadia Limited,"25,700","39,250 miles",Free Shipping,105,5
2017,CADILLAC,XT5,Luxury,"24,900","42,183 miles",Free Shipping,105,6
2017,CHEVROLET,CRUZE,LT,"14,400","28,320 miles",Free Shipping,105,7
2015,BUICK,VERANO,Verano,"15,400","5,243 miles",Free Shipping,105,8
2017,BMW,5 SERIES,535i Gran Turismo,"33,800","12,714 miles",Free Shipping,105,9
2014,CHEVROLET,CAMARO,LS,"16,700","68,327 miles",Shipping: $200,105,10
2016,JEEP,CHEROKEE,TrailHawk,"19,800","79,606 miles",Shipping: $200,105,11
2016,CHEVROLET,TRAX,LT,"14,600","22,135 miles",Free Shipping,105,12
2017,DODGE,JOURNEY,GT,"17,900","39,106 miles",Free Shipping,105,13
2017,CHEVROLET,TRAVERSE,LT,"20,600","40,523 miles",Free Shipping,105,14
2017,BUICK,ENCORE,Preferred,"16,500","10,850 miles",Free Shipping,105,15
2017,BUICK,ENCORE,Preferred,"16,400","15,233 miles",Free Shipping,105,16
2017,FORD,ESCAPE,Titanium,"19,900","21,439 miles",Free Shipping,105,17
2017,JEEP,COMPASS,High Altitude Edition,"16,000","32,443 miles",Free Shipping,105,18
2017,CHEVROLET,EQUINOX,Premier,"19,900","20,420 miles",Free Shipping,105,19
2017,BUICK,ENCORE,Preferred II,"16,500","29,811 miles",Free Shipping,105,20
2017,CHEVROLET,CRUZE,LT,"14,900","20,448 miles",Free Shipping,106,1
2019,CHEVROLET,EQUINOX,LT,"18,400","27,156 miles",Free Shipping,106,2
2019,TOYOTA,RAV4,XLE,"23,000","25,097 miles",Free Shipping,106,3
2014,TOYOTA,CAMRY,SE,"14,900","31,400 miles",Shipping: $200,106,4
2010,TOYOTA,PRIUS,II,"11,800","92,175 miles",Free Shipping,106,5
2017,JEEP,GRAND CHEROKEE,Laredo,"23,200","31,477 miles",Free Shipping,106,6
2019,CHEVROLET,EQUINOX,Premier,"23,800","24,739 miles",Free Shipping,106,7
2017,FORD,FUSION,SE,"15,400","27,493 miles",Free Shipping,106,8
2017,JEEP,WRANGLER UNLIMITE...,Rubicon Hard Rock,"36,200","8,715 miles",Free Shipping,106,9
2015,MINI,HARDTOP 2 DOOR,Cooper S,"16,600","34,354 miles",Shipping: $200,106,10
2019,CHEVROLET,EQUINOX,LT,"19,500","16,275 miles",Free Shipping,106,11
2017,CHEVROLET,EQUINOX,LT,"16,700","27,433 miles",Free Shipping,106,12
2017,GMC,YUKON,SLE,"37,100","29,783 miles",Free Shipping,106,13
2013,HONDA,FIT,Sport,"12,700","57,988 miles",Free Shipping,106,14
2017,FORD,ESCAPE,SE,"16,400","18,608 miles",Free Shipping,106,15
2017,FORD,ESCAPE,SE,"16,800","13,449 miles",Free Shipping,106,16
2018,HYUNDAI,TUCSON,SEL,"16,200","44,461 miles",Shipping: $300,106,17
2017,FORD,FOCUS,ST,"19,500","23,850 miles",Free Shipping,106,18
2017,BUICK,ENCORE,Sport Touring,"17,400","10,893 miles",Free Shipping,106,19
2017,CHEVROLET,EQUINOX,Premier,"20,400","47,773 miles",Free Shipping,106,20
2017,CHEVROLET,TRAVERSE,LT,"22,900","35,222 miles",Free Shipping,107,1
2017,CHEVROLET,EQUINOX,LT,"16,600","35,240 miles",Free Shipping,107,2
2016,CHEVROLET,MALIBU,Premier,"15,900","90,200 miles",Shipping: $300,107,3
2018,CHEVROLET,EQUINOX,LT,"19,000","14,158 miles",Free Shipping,107,4
2019,MAZDA,CX-5,Grand Touring,"24,000","25,178 miles",Shipping: $200,107,5
2018,NISSAN,ROGUE SPORT,S,"16,400","45,961 miles",Shipping: $200,107,6
2015,TOYOTA,CAMRY,SE,"15,200","59,998 miles",Shipping: $200,107,7
2017,HYUNDAI,ELANTRA,SE,"13,300","53,303 miles",Free Shipping,107,8
2016,HONDA,ACCORD,EX-L,"20,400","16,268 miles",Shipping: $300,107,9
2013,JAGUAR,XK,XKR,"38,300","20,796 miles",Free Shipping,107,10
2018,JEEP,RENEGADE,Altitude,"16,600","43,279 miles",Free Shipping,107,11
2017,HYUNDAI,TUCSON,SE,"16,400","24,619 miles",Shipping: $200,107,12
2018,DODGE,JOURNEY,GT,"20,700","17,276 miles",Free Shipping,107,13
2018,DODGE,JOURNEY,GT,"21,400","15,414 miles",Free Shipping,107,14
2017,FORD,FUSION,SE,"14,500","41,547 miles",Free Shipping,107,15
2018,DODGE,JOURNEY,GT,"20,200","20,073 miles",Free Shipping,107,16
2017,CADILLAC,XT5,Premium Luxury,"28,400","34,349 miles",Shipping: $200,107,17
2017,CHEVROLET,EQUINOX,LT,"18,900","19,887 miles",Shipping: $300,107,18
2017,GMC,ACADIA,SLT-1,"23,100","35,550 miles",Free Shipping,107,19
2017,BUICK,ENCORE,Preferred,"16,700","13,240 miles",Free Shipping,107,20
2017,GMC,TERRAIN,SLE-2,"18,000","36,702 miles",Free Shipping,108,1
2017,CADILLAC,XT5,XT5,"22,400","36,289 miles",Shipping: $300,108,2
2017,BUICK,ENCLAVE,Leather,"26,800","15,938 miles",Free Shipping,108,3
2018,BUICK,ENCORE,Preferred,"16,700","19,673 miles",Shipping: $300,108,4
2017,CHEVROLET,EQUINOX,LT,"18,400","27,977 miles",Free Shipping,108,5
2016,BUICK,REGAL,Premium II,"17,300","18,006 miles",Shipping: $200,108,6
2017,GMC,TERRAIN,SLE-2,"19,100","10,682 miles",Free Shipping,108,7
2017,CHEVROLET,EQUINOX,LT,"16,900","25,041 miles",Shipping: $300,108,8
2017,GMC,TERRAIN,SLE-2,"18,000","33,304 miles",Free Shipping,108,9
2017,CHEVROLET,EQUINOX,LT,"18,200","32,449 miles",Free Shipping,108,10
2018,CHEVROLET,EQUINOX,LS,"16,600","26,922 miles",Free Shipping,108,11
2016,BUICK,ENCORE,Encore,"15,700","13,488 miles",Free Shipping,108,12
2017,FORD,ESCAPE,Titanium,"19,900","22,177 miles",Free Shipping,108,13
2016,BUICK,ENCLAVE,Premium,"21,200","76,587 miles",Free Shipping,108,14
2018,CHEVROLET,EQUINOX,LT,"16,800","48,016 miles",Free Shipping,108,15
2019,CHEVROLET,EQUINOX,LT,"19,300","21,737 miles",Free Shipping,108,16
2017,FORD,ESCAPE,SE,"15,800","29,652 miles",Free Shipping,108,17
2017,INFINITI,Q50,3.0t Premium,"21,400","45,381 miles",Shipping: $300,108,18
2018,CHEVROLET,EQUINOX,LT,"16,500","44,342 miles",Shipping: $300,108,19
2017,CADILLAC,XT5,Luxury,"25,800","44,126 miles",Free Shipping,108,20
2017,GMC,ACADIA,SLT-1,"24,200","32,809 miles",Free Shipping,109,1
2019,NISSAN,PATHFINDER,SL,"28,000","19,726 miles",Free Shipping,109,2
2017,LEXUS,RX,RX 350,"29,900","43,854 miles",Free Shipping,109,3
2017,FORD,ESCAPE,SE,"16,200","27,310 miles",Free Shipping,109,4
2017,FORD,FOCUS,SE,"14,500","9,027 miles",Shipping: $300,109,5
2015,HONDA,ACCORD,EX,"16,400","41,891 miles",Free Shipping,109,6
2017,CHEVROLET,TRAVERSE,LT,"20,000","34,731 miles",Free Shipping,109,7
2017,CADILLAC,XT5,Luxury,"25,500","36,291 miles",Free Shipping,109,8
2017,GMC,ACADIA,SLE-2,"23,900","36,921 miles",Free Shipping,109,9
2017,FORD,ESCAPE,SE,"17,900","28,427 miles",Free Shipping,109,10
2019,KIA,OPTIMA,S,"17,500","17,702 miles",Free Shipping,109,11
2017,BUICK,ENCORE,Preferred,"15,900","18,050 miles",Shipping: $300,109,12
2016,BUICK,ENCORE,Encore,"15,300","24,245 miles",Shipping: $300,109,13
2017,FORD,FUSION,SE,"14,900","33,355 miles",Free Shipping,109,14
2019,TOYOTA,AVALON,Limited,"34,600","4,546 miles",Free Shipping,109,15
2017,KIA,SPORTAGE,LX,"16,900","24,154 miles",Free Shipping,109,16
2017,FORD,FUSION,SE,"14,200","43,741 miles",Free Shipping,109,17
2016,BUICK,ENCORE,Convenience,"15,900","8,316 miles",Free Shipping,109,18
2018,JEEP,COMPASS,Latitude,"19,900","21,512 miles",Free Shipping,109,19
2018,GMC,TERRAIN,SLE,"21,200","21,108 miles",Free Shipping,109,20
2017,BUICK,ENCORE,Sport Touring,"18,900","3,449 miles",Shipping: $200,110,1
2014,CHEVROLET,SILVERADO 1500 CR...,LT 5 3/4 Ft,"27,200","26,288 miles",Free Shipping,110,2
